Document Name,Collection First Name,Collection Last Name,SLNSW URL (Old),SLNSW URL (New),Original Document Name,Document Description,Author First Name,Author Last Name,Document Type,Start Day,Start Month,Start Year,End Day,End Month,End Year,Transcriber 1,Transcriber 2,Transcriber 3,Transcriber 4,Transcriber 5,Digital Scans Available,Transcription Available (In Catalouge),Included in Data Set,Number of Square Brackets Fixed,Number of Angled Brackets Fixed
Diary_0278,Edwin,Martin,https://archival.sl.nsw.gov.au/Details/archive/110350844,https://collection.sl.nsw.gov.au/record/nQR22yd1,document-item-06-e.-j.-martin-diary-6-may-31-december-1917-node-73104,"Diary describes hospitalisation in England with trench fever and repatriation to Australia, embarking on the hospital ship Berrima and arriving in Sydney 31 Dec. 1917.",Edwin,Martin,Diary,6,5,1917,30,12,1917,Rosemary Cox,,,,,TRUE,TRUE,TRUE,3,0
Diary_0279,Sidney,McCarthy,https://archival.sl.nsw.gov.au/Details/archive/110367184,https://collection.sl.nsw.gov.au/record/1bGdZjmY,document-item-02-sidney-mccarthy-diary-1-january-16-october-1916-node-80738,"Describes events in camp at Serapium until Apr. 1916, No. 2 camp at Romani May 1916 and Hill 70 May-June 1916.",Sidney,McCarthy,Diary,1,1,1916,22,11,1916,,,,,,TRUE,FALSE,TRUE,8,0
Diary_0280,George,McClintock,https://archival.sl.nsw.gov.au/Details/archive/110367288,https://collection.sl.nsw.gov.au/record/nQR2rzj1,document-item-01-george-mcclintock-diary-21-september-1915-2-february-1916-node-80759,"Diary begun while convalescing in Cairo from wounds received at Gallipoli, describes events on the Gallipoli Peninsular where he was wounded in May and Aug. 1915, the attacks on Dead Man's Ridge Sept. 1915 and Sari Plains Aug. 1915, and the landing at the Dardanelles on 25 April 1915",George,McClintock,Diary,21,9,1915,2,2,1916,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0281,George,McClintock,https://archival.sl.nsw.gov.au/Details/archive/110367289,https://collection.sl.nsw.gov.au/record/YRlZGEmn,document-item-02-george-mcclintock-diary-20-march-1916-28-november-1916-node-80773,"Diary of events in France, including descriptions of dressing stations",George,McClintock,Diary,20,3,1916,28,11,1916,,,,,,TRUE,FALSE,TRUE,3,0
Diary_0282,George,McClintock,https://archival.sl.nsw.gov.au/Details/archive/110367290,https://collection.sl.nsw.gov.au/record/1l4drg21,document-item-03-george-mcclintock-diary-7-june-1916-6-february-1917-node-80819,Diary of events in France. Includes a pressed poppy flower,George,McClintock,Diary,7,6,1916,4,2,1917,,,,,,TRUE,FALSE,TRUE,2,0
Diary_0283,George,McClintock,https://archival.sl.nsw.gov.au/Details/archive/110367291,https://collection.sl.nsw.gov.au/record/9AL4a8oY,document-item-04-george-mcclintock-diary-5-may-1918-27-july-1918-node-80774,Diary of events in France,George,McClintock,Diary,5,5,1918,18,7,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0284,Leslie,McKay,https://archival.sl.nsw.gov.au/Details/archive/110319383,https://collection.sl.nsw.gov.au/record/9yM62ja9,document-mckay-diary-5-august-1916-24-may-1919-leslie-james-mckay-node-80667,"Diary describes service in France and Belgium, 7 Aug. 1916 -1 Nov. 1917, leave in England, including boxing matches in which he was undefeated, and return to France 15 Oct. 1918",Leslie,McKay,Diary,29,5,1916,24,5,1919,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0285,James,McKenzie,https://archival.sl.nsw.gov.au/Details/archive/110349630,https://collection.sl.nsw.gov.au/record/YezdVLM9,document-item-01-james-mckenzie-diary-8-october-1914-4-july-1915-node-80558,"Describes voyage from Sydney to Alexandria on the Kyarra, Nov. 1914 - Jan. 1915; life in camps in Cairo and Alexandria",James,McKenzie,Diary,8,10,1914,4,7,1915,Val Ridley,,,,,TRUE,TRUE,TRUE,0,0
Diary_0286,James,McKenzie,https://archival.sl.nsw.gov.au/Details/archive/110349631,https://collection.sl.nsw.gov.au/record/YdmdaOp9,document-item-02-james-mckenzie-diary-5-july-1915-21-january-1916-node-80620,"Descriptions of life in Cairo and Alexandria, hospital duties and stretcher-bearing, embarkment on S.S. Kahira for Mudros 5 Oct. 1915, fighting at Gallipoli Oct. - Dec. 1915 including bombardments of Suvla Bay and the hospital and evacuations of patients from Casualty Clearing Stations, and departure from Lemnos 17 Jan. 1916 for Alexandria",James,McKenzie,Diary,5,7,1915,21,1,1916,Gail Gormley,Adrian Bicknell,,,,TRUE,TRUE,TRUE,0,1
Diary_0287,James,McKenzie,https://archival.sl.nsw.gov.au/Details/archive/110349632,https://collection.sl.nsw.gov.au/record/YK5Q4ban,document-item-03-james-mckenzie-diary-21-january-1916-19-september-1917-node-80622,"Describes voyage from Egypt to France on the Corsican with 2,500 troops 30 Mar. 1916, arriving Marseilles 5 Apr. 1916, working in operating theatres, leave in Scotland 26 Nov.-7 Dec. 1916 and fighting in France Apr. 1916 - Sept. 1917, including a description of an aerial battle between a German Gotha and a British scout, 4 Sept. 1917",James,McKenzie,Diary,21,1,1916,19,9,1917,David Lambert,Paula Poropat,,,,TRUE,TRUE,TRUE,0,1
Diary_0288,James,McKenzie,https://archival.sl.nsw.gov.au/Details/archive/110349633,https://collection.sl.nsw.gov.au/record/93QVdKo1,document-item-04-james-mckenzie-diary-19-september-1917-20-september-1918-node-80559,Describes work in operating theatres in France and leave in England,James,McKenzie,Diary,19,9,1917,20,9,1918,Paula Poropat,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0289,James,McKenzie,https://archival.sl.nsw.gov.au/Details/archive/110349634,https://collection.sl.nsw.gov.au/record/9Bv73by9,document-item-05-james-mckenzie-diary-21-september-5-december-1918-node-80516,"Describes the return voyage to Sydney from Toranto to Suez on the Ormonde and thence on the Port Sydney, Oct. - 4 Dec. 1918",James,McKenzie,Diary,21,9,1918,5,12,1918,Judy Gimbert,Darren Blumberg,,,,TRUE,TRUE,TRUE,0,0
Diary_0290,Hector,McLean,https://archival.sl.nsw.gov.au/Details/archive/110352463,https://collection.sl.nsw.gov.au/record/Y0KDj6a1,document-item-01-hector-m.-mclean-diary-10-may-3-november-1916-node-80848,"Describes embarking on the Argyllshire for the voyage from Sydney to England, 11 May 1916, arriving Devonport 10 July 1916, camp activities at Lark Hill, leave in London and transfer to the 9th Field Ambulance 30 Oct. 1916",Hector,McLean,Diary,10,5,1916,3,11,1916,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0291,Hector,McLean,https://archival.sl.nsw.gov.au/Details/archive/110352464,https://collection.sl.nsw.gov.au/record/nmQdOwon,document-item-02-hector-m.-mclean-diary-31-october-1916-31-december-1917-node-80849,"Describes camp activities, leave in Scotland, journey to France Nov. 1916 where he worked at the divisional baths and dressing stations until Jan. 1917 when the section moved to the front line and later to Belgium",Hector,McLean,Diary,5,11,1916,31,12,1917,Rex Minter,,,,,TRUE,TRUE,TRUE,2,0
Diary_0292,Hector,McLean,https://archival.sl.nsw.gov.au/Details/archive/110352465,https://collection.sl.nsw.gov.au/record/YzOg2ld9,document-item-03-hector-m.-mclean-diary-1-january-31-december-1918-node-80770,"Describes dressing room and ambulance duties in Belgium and France, leave in Paris and transfer to Divisional HQ to do accountancy work for divisional canteens",Hector,McLean,Diary,1,1,1918,31,12,1918,,,,,,TRUE,FALSE,TRUE,9,0
Diary_0293,John,McRae,https://archival.sl.nsw.gov.au/Details/archive/110349922,https://collection.sl.nsw.gov.au/record/YEGmXxbn,document-item-01-john-duncan-mcrae-diary-5-october-11-december-1917-node-80366,"Describes embarking on the Suevic 11 Nov. 1916, experiences on board ship and at Durban and Cape Town",John,McRae,Diary,5,10,1916,11,12,1916,Rex Minter,,,,,TRUE,TRUE,TRUE,2,58
Diary_0294,John,McRae,https://archival.sl.nsw.gov.au/Details/archive/110349927,https://collection.sl.nsw.gov.au/record/nV2q4x7n,document-item-02-john-duncan-mcrae-diary-11-december-1916-9-february-1917-node-80395,"Describes voyage from Sydney to Dartmouth on the Suevic, 11 Nov. 1916 - 30 Jan. 1917, training in Rollestone camp, England, and leave in London, 9 Feb. 1917",John,McRae,Diary,11,12,1916,9,2,1917,Rosemary Cox,,,,,TRUE,TRUE,TRUE,4,100
Diary_0295,John,McRae,https://archival.sl.nsw.gov.au/Details/archive/110349928,https://collection.sl.nsw.gov.au/record/94Rx5yy1,document-item-03-john-duncan-mcrae-diary-10-february-6-may-1917-node-80396,"Describes training at Rollestone camp and being reviewed by H.M. King George at Bulford grounds, 17 Apr. 1917, crossing the channel to Boulogne 25 Apr. 1917 and training including bombing instruction, bayonet exercises and practice in dummy trenches, Apr.-May 1917",John,McRae,Diary,10,2,1917,6,5,1917,David Lambert,Adrian Bicknell,,,,TRUE,TRUE,TRUE,0,2
Diary_0296,John,McRae,https://archival.sl.nsw.gov.au/Details/archive/110349929,https://collection.sl.nsw.gov.au/record/9WZMDxzY,document-item-04-john-duncan-mcrae-diary-6-may-18-september-1917-node-80397,"Describes drills, marches and artillery bombardments. Diary ends the day before his death with a march to Steenvoorde then into Belgium and a description of an artillery duel, 18 Sept. 1917",John,McRae,Diary,6,5,1917,18,9,1917,Rosemary Cox,,,,,TRUE,TRUE,TRUE,1,0
Diary_0297,Harold,Mercer,https://archival.sl.nsw.gov.au/Details/archive/110319387,https://collection.sl.nsw.gov.au/record/9arp63Kn,document-mercer-papers-9-december-1917-19-june-1919-harold-mercer-node-80439,"Diary describing the front near Caestre, duties with the Salvage Corps, and hospitalisation in London.",Harold,Mercer,Diary,9,12,1917,19,6,1918,Peter Mayo,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,2
Diary_0298,William,Middleton,https://archival.sl.nsw.gov.au/Details/archive/110349635,https://collection.sl.nsw.gov.au/record/1wN2WKxn,document-item-01-w.-middleton-diary-31-march-21-may-1916-node-80839,"Miscellaneous diary entries copied, describing marches and engagements in northern France",William,Middleton,Diary,31,3,1916,21,5,1916,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0299,William,Middleton,https://archival.sl.nsw.gov.au/Details/archive/110349636,https://collection.sl.nsw.gov.au/record/1Jkm4bQY,document-item-02-w.-middleton-diary-2-july-13-november-1916-node-80634,"Includes handwritten rules for stretcher-bearers in a gas attack. Describes marches, billets and action in northern France",William,Middleton,Diary,12,9,1916,13,11,1916,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0300,William,Middleton,https://archival.sl.nsw.gov.au/Details/archive/110349637,https://collection.sl.nsw.gov.au/record/nX6OyRLY,document-item-03-w.-middleton-diary-12-september-1917-30-january-1919-node-80817,"Describes marches, billets and camping in a paper factory near Hazebrouck",William,Middleton,Diary,12,9,1917,1,2,1919,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0301,William,Middleton,https://archival.sl.nsw.gov.au/Details/archive/110349638,https://collection.sl.nsw.gov.au/record/1Drm3b09,document-item-04-w.-middleton-diary-17-february-11-september-1917-node-80840,"Diary entries partially repeat, and expand those in Middleton's previous diaries",William,Middleton,Diary,17,2,1917,11,9,1917,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0302,Michael,Minahan,https://archival.sl.nsw.gov.au/Details/archive/110319388,https://collection.sl.nsw.gov.au/record/nQR2oOG1,document-minahan-diary-1-january-1917-3-january-1918-m.-minahan-node-80413,Diary kept as a trooper and driver in the 6th Australian Light Horse in Egypt and Palestine,Michael,Minahan,Diary,1,1,1917,3,1,1918,Peter Mayo,Patricia Ryan,,,,TRUE,TRUE,TRUE,5,0
Diary_0303,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361871,https://collection.sl.nsw.gov.au/record/nV2qN5pn,document-item-01-frank-h.-molony-diary-27-april-1916-4-may-1917-node-72702,"Describes camp life and orderly duties and events on the wards in France and leave in England Nov. 1916, with anecdotes, verses and lists of books read",Frank,Molony,Diary,27,4,1916,4,5,1917,Judy Gimbert,,,,,TRUE,TRUE,TRUE,4,1
Diary_0304,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361872,https://collection.sl.nsw.gov.au/record/94RxWBk1,,"Diary was written up June 1917 from a small pocket diary. Entries for 1916 are written at rear of diary. Describes camp life, parades and orderly duties",Frank,Molony,Diary,1,1,1916,1,7,1917,Barbara Manchester,Judy Gimbert,,,,TRUE,TRUE,TRUE,0,0
Diary_0305,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361874,https://collection.sl.nsw.gov.au/record/YezdXPV9,,"Describes events at casualty clearing stations near Henencourt, Steenwerck and Nieppe, northern France. Includes sketches of road mines",Frank,Molony,Diary,1,7,1917,16,9,1917,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0306,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361876,https://collection.sl.nsw.gov.au/record/YK5QW70n,document-item-04-frank-h.-molony-diary-29-september--1-december-1917-node-80326,"Describes camps, billets and experiences in dugouts in France and Belgium. Includes newsclipping of map showing troop placements at the front",Frank,Molony,Diary,29,9,1917,1,12,1917,Judy Gimbert,Adrian Bicknell,Judy Macfarlan,,,TRUE,TRUE,TRUE,1,0
Diary_0307,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361877,https://collection.sl.nsw.gov.au/record/93QVxZN1,document-item-05-frank-h.-molony-diary-2-december-1917-25-march-1918-node-72703,"Describes bombardments, orderly duties and billets in France near Boulogne and Bailleul and La Clytte hamlet in Belgium",Frank,Molony,Diary,2,12,1917,25,3,1918,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0308,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361879,https://collection.sl.nsw.gov.au/record/1wN24wpn,document-item-06-frank-h.-molony-diary-25-march-1918-7-august-1918-node-80327,"Describes events in dressing stations and billets in France and Belgium. Includes newscuttings, sketches and letters to the troops from Major-General T.W. Glasgow, commanding 1st Australian Division, 4 Aug. 1918 and from Lieut.-Gen. John Monash, 7 Aug. 1918.",Frank,Molony,Diary,25,3,1918,7,8,1918,Judy Gimbert,Barbara Manchester,,,,TRUE,TRUE,TRUE,1,1
Diary_0309,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361880,https://collection.sl.nsw.gov.au/record/1JkmW7rY,,"Diary includes map of Abbeville and surroundings, newscuttings and verses",Frank,Molony,Diary,8,8,1918,17,12,1918,Judy Gimbert,,,,,TRUE,TRUE,TRUE,2,0
Diary_0310,Frank,Molony,https://archival.sl.nsw.gov.au/Details/archive/110361881,https://collection.sl.nsw.gov.au/record/nX6OM3MY,document-item-08-frank-h.-molony-diary-18-december-1918-10-february-1919-node-80328,Describes billets at Solre-le-Château and leave in Brussels and Paris,Frank,Molony,Diary,18,12,1918,23,2,1919,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0311,Charles,Monaghan,https://archival.sl.nsw.gov.au/Details/archive/110338073,https://collection.sl.nsw.gov.au/record/9WZMPEoY,document-item-01-charles-monaghan-diary-1916-node-80564,"Describes voyage from Sydney on 21 March 1916, arrival in Egypt on 23 April, journey to Marseilles then Etaples and march to Albert on July 11 1916. Includes Monaghan's duties including stretcher-bearing, road making, stone quarrying, drills and fatigues, and description of his first front line action at Pozieres July 22.",Charles,Monaghan,Diary,1,1,1916,31,12,1916,Helen Monaghan,Rosemary Cox,,,,TRUE,TRUE,TRUE,2,0
Diary_0312,Charles,Monaghan,https://archival.sl.nsw.gov.au/Details/archive/110338074,https://collection.sl.nsw.gov.au/record/YezdBRW9,document-item-02-charles-monaghan-diary-1917-node-80599,"Describes ambulance and stretcher duties at Longueval, recovery from gastric illness and leave in England Oct. 1917",Charles,Monaghan,Diary,1,1,1917,3,12,1917,Helen Monaghan,,,,,TRUE,TRUE,TRUE,0,0
Diary_0313,Cecil,Monk,https://archival.sl.nsw.gov.au/Details/archive/110348796,https://collection.sl.nsw.gov.au/record/16AJ07mn,document-item-01-cecil-george-monk-diary-11-november-1916-2-november-1917-node-80705,"Brief entries listing events on board the Suevic, the ship's menu, camp in England Feb. 1917 and experiences in France and England 25 Apr. 1917-1919",Cecil,Monk,Diary,12,11,1916,2,11,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0314,Cecil,Monk,https://archival.sl.nsw.gov.au/Details/archive/110348797,https://collection.sl.nsw.gov.au/record/9gkdVGr9,document-item-02-cecil-george-monk-diary-11-november-1916-2-nov.-1919-node-80725,Expansion of the entries in the first diary,Cecil,Monk,Diary,11,11,1916,10,3,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0315,Cecil,Monk,https://archival.sl.nsw.gov.au/Details/archive/110348798,https://collection.sl.nsw.gov.au/record/9NaAKEWY,document-item-03-cecil-george-monk-narrative-11-nov.-1916-12-nov.-1919-node-80746,"Narrative based on diary entries, including events in France, aerial bombardments near Poperinge, illness with trench fever 12 Oct. 1917, hospitalisation in England 25 Oct.-12 Dec. 1917, leave in England, hospitalisation 23 Feb. 1918 after accident while on leave, return to France and experiences there July 1918, leave in Brussels, marriage in England June 1919, and voyage home on the Mahana, Nov. 1919",Cecil,Monk,Diary,11,11,1916,12,11,1919,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0316,Arthur,Moore,https://archival.sl.nsw.gov.au/Details/archive/110348768,https://collection.sl.nsw.gov.au/record/n5lV0qa9,,"Diary begins with entry for 17 Dec. 1915. Embarked from Melbourne, Victoria, on board HMAT A11 Ascanius, 10 November 1915. Describes events in Egypt and action in France",Arthur,Moore,Diary,9,11,1915,11,11,1916,June Pettit,,,,,TRUE,TRUE,TRUE,0,1
Diary_0317,Arthur,Moore,https://archival.sl.nsw.gov.au/Details/archive/110348769,https://collection.sl.nsw.gov.au/record/Yj7dVW49,document-item-02-arthur-john-moore-diary-11-november-1916-11-january-1918-node-80549,"Describes action near Albert in France, the camps and harsh conditions, stretcher bearer work, leave in England 19 May 1917, being wounded 26 Sept. 1917, hospitalisation Oct.-Nov. 1917, rehearsals for concert performances and leave in London",Arthur,Moore,Diary,11,11,1916,11,1,1918,Peter Mayo,Ros Bean,,,,TRUE,TRUE,TRUE,3,7
Diary_0318,Arthur,Moore,https://archival.sl.nsw.gov.au/Details/archive/110348771,https://collection.sl.nsw.gov.au/record/nV2q4BEn,document-item-03-arthur-john-moore-diary-1-january-1918-10-january-1919-node-78029,"Describes camp near Warminster, Wiltshire, attending concerts, hospitalisation at Sutton Veny 27 Apr.-26 May 1918, return to France, and armistice celebrations in Le Havre 11 Nov. 1918",Arthur,Moore,Diary,1,1,1918,7,1,1919,David Lambert,Allanah Jarman,,,,TRUE,TRUE,TRUE,0,1
Diary_0319,Arthur,Moore,https://archival.sl.nsw.gov.au/Details/archive/110348772,https://collection.sl.nsw.gov.au/record/94Rx5NZ1,document-item-04-arthur-john-moore-diary-1-january-1919-1-april-1919-node-80334,"Describes returning to Australia 7 February 1919, disembarking at Manly for quarantine 26 March 1919",Arthur,Moore,Diary,1,1,1919,1,4,1919,June Pettit,,,,,TRUE,TRUE,TRUE,0,0
Diary_0320,Alfred,Morris,https://archival.sl.nsw.gov.au/Details/archive/110348790,https://collection.sl.nsw.gov.au/record/1l4dVl51,document-item-01-alfred-prichard-kington-morris-diary-18-october-1914-october-1915-node-73099,"Describes life in Broadmeadows camp, embarkation on the Southern, Oct. 1914, voyage from Melbourne to Egypt on the S.S. Southern Oct.-Nov. 1914, life in Cairo, Alexandria and other Egyptian camps, experiences at Gallipoli May-Nov. 1915 including stretcher bearing, medical facilities and treatment of wounded",Alfred,Morris,Diary,18,10,1914,16,10,1915,Gail Gormley,Peter Mayo,Betty Smith,,,TRUE,TRUE,TRUE,3,0
Diary_0321,Alfred,Morris,https://archival.sl.nsw.gov.au/Details/archive/110348791,https://collection.sl.nsw.gov.au/record/9AL43kjY,document-item-02-alfred-prichard-kington-morris-diary-17-october-1915-11-may-1916-node-80526,"Describes experiences in Malta Nov. 1915-Jan. 1916, military operations in the Egyptian desert, Sinai and Palestine against the Turks, Arabs and the Sultan of Mecca Jan. 1916",Alfred,Morris,Diary,17,10,1915,11,5,1916,Peter Mayo,Ros Bean,,,,TRUE,TRUE,TRUE,0,0
Diary_0322,Alfred,Morris,https://archival.sl.nsw.gov.au/Details/archive/110348792,https://collection.sl.nsw.gov.au/record/Yolde8A9,document-item-03-alfred-prichard-kington-morris-diary-11-may-1916-14-september-1916-node-73100,"Diary describes military operations in the Egyptian desert, Sinai and Palestine May 1916-14 Sept. 1916",Alfred,Morris,Diary,11,5,1916,14,9,1916,David Lambert,,,,,TRUE,TRUE,TRUE,1,0
Diary_0323,Alfred,Morris,https://archival.sl.nsw.gov.au/Details/archive/110348793,https://collection.sl.nsw.gov.au/record/n88E3DPn,document-item-04-alfred-prichard-kington-morris-diary-15-september-1916-22-february-1917-node-73101,Diary describes experience in Egypt and -Jan. 1917 and return voyage on the Euripides Jan.-Feb. 1917,Alfred,Morris,Diary,15,9,1916,22,2,1917,Judy Gimbert,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0324,Leslie,Morris,https://archival.sl.nsw.gov.au/Details/archive/110346661,https://collection.sl.nsw.gov.au/record/Yr8Rd38n,document-item-01-leslie-morris-war-diary-8-july-1916-1-january-1918-node-80554,"Diary describes voyage from Sydney to Suez on the S.S. Mongolia July - Aug. 1916, training camps in Egypt Aug. 1916-April 1917, experiences in Palestine April 1917-Jan. 1918. Includes poems written 1916-17",Leslie,Morris,Diary,8,7,1916,1,1,1918,Peter Mayo,Betty Smith,,,,TRUE,TRUE,TRUE,2,0
Diary_0325,Leslie,Morris,https://archival.sl.nsw.gov.au/Details/archive/110346662,https://collection.sl.nsw.gov.au/record/nGm4E50Y,document-item-02-leslie-morris-war-diary-6-january-1916-7-february-1919-node-80555,"Describes experiences in Palestine Jan. 6 1918-Feb. 1919 including details of allied casualties, treatment of wounded, fall of Beersheba Oct. - Nov. 1917 and military operations against Turkish forces in the Jordan Valley",Leslie,Morris,Diary,6,1,1918,7,2,1919,Judy Gimbert,John Stephenson,,,,TRUE,TRUE,TRUE,0,1
Diary_0326,Robert,Morris,https://archival.sl.nsw.gov.au/Details/archive/110341149,https://collection.sl.nsw.gov.au/record/n88EVzzn,document-morris-diary-20-december-1915-22-august-1916-robert-irvine-morris-node-78149,"Describes voyage from Sydney to Egypt on board S.S. Aeneas, 20 Dec. 1915-16 Jan. 1916, experiences in Egypt 17 Jan.-29 Mar. 1916 and action in France 2 Apr.-22 Aug. 1916",Robert,Morris,Diary,20,12,1915,21,8,1916,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0327,Thomas,Munro,https://archival.sl.nsw.gov.au/Details/archive/110350493,https://collection.sl.nsw.gov.au/record/n88EELRn,document-item-01-thomas-d.-munro-war-diary-3-january-1916-8-january-1917-node-73096,"Describes leaving camp at Maribyrnong, Vic., and embarking from Melbourne on T. S. Borda, 20 Nov. 1916. Includes a plan of camp of No. 1 Depot brigade",Thomas,Munro,Diary,14,2,1916,8,1,1917,Rex Minter,,,,,TRUE,TRUE,TRUE,1,0
Diary_0328,Thomas,Munro,https://archival.sl.nsw.gov.au/Details/archive/110350496,https://collection.sl.nsw.gov.au/record/16AJJZVn,document-item-02-thomas-d.-munro-war-diary-8-january-1917-1-january-1918-node-73097,"Describes arrival in Plymouth and march to Parkhouse Camp, leave in England and Scotland 19-23 Feb. 1917, Larkhill Camp, embarking for France 20 Mar. 1917, departure for the front 28 Mar. 1917 and work with horses and munitions supply",Thomas,Munro,Diary,8,1,1917,2,2,1918,Trish Barrett,,,,,TRUE,TRUE,TRUE,1,0
Diary_0329,Thomas,Munro,https://archival.sl.nsw.gov.au/Details/archive/110350497,https://collection.sl.nsw.gov.au/record/9gkddre9,document-item-03-thomas-d.-munro-war-diary-1-january-1918-1-january-1919-node-73098,"Describes stable duties, working with horses and mules under fire, being wounded by shrapnel 11 Aug. 1918, recuperation in Brighton, England, hospitalisation in Harefield with trench fever Aug.-Sept., leave in England and Scotland 11-27 Sept. 1918, hospitalisation with trench fever in Southall 28 Sept.-23 Oct., recuperation in London 24 Oct.-21 Nov. 1918 and embarking on HMTS Nestor 12 Dec. 1918, arriving in Australia 1 Feb. 1919",Thomas,Munro,Diary,1,1,1918,1,1,1919,Paula Poropat,,,,,TRUE,TRUE,TRUE,722,1
Diary_0330,Thomas,Munro,https://archival.sl.nsw.gov.au/Details/archive/110350498,https://collection.sl.nsw.gov.au/record/9NaAAp0Y,document-item-04-thomas-d.-munro-war-diary-20-october-1916-5-february-1917-node-78156,An expanded version of the diary entries for Oct. 1916-Feb. 1917,Thomas,Munro,Diary,5,5,1916,5,2,1917,Trish Bartlett,,,,,TRUE,TRUE,TRUE,2,0
Diary_0331,Thomas,Munro,https://archival.sl.nsw.gov.au/Details/archive/110350500,https://collection.sl.nsw.gov.au/record/nQR22Mx1,document-item-06-thomas-d.-munro-war-narrative-18-july-1918-3-march-1919-node-80237,A narrative of events from July 1918-Mar. 1919,Thomas,Munro,Diary,18,7,1918,3,3,1919,Miles Harvey,Betty Smith,,,,TRUE,TRUE,TRUE,0,0
Diary_0332,Ernest,Murray,https://archival.sl.nsw.gov.au/Details/archive/110349988,https://collection.sl.nsw.gov.au/record/nQR2B4Z1,,"Describes voyage to Egypt on Transport A19 Afric, 18 Oct. 1914, training in camp in Egypt, leave in Cairo, bridge building and work as supervisor of the water supply. Diary has been re-written and contains postcards, stamps and gum leaves with greetings from ""Ruby"" and others written on gum leaves",Ernest,Murray,Diary,27,9,1914,31,1,1915,Rosemary Cox,,,,,TRUE,TRUE,TRUE,3,0
Diary_0333,Ernest,Murray,https://archival.sl.nsw.gov.au/Details/archive/110349989,https://collection.sl.nsw.gov.au/record/YRlZ4Wqn,document-item-02-ernest-murray-diary-1-february-6-april-1915-node-80247,"Describes march from Mena Camp to Cairo, voyage to Lemnos Island 4 Mar. 1915 and work on the water supply there",Ernest,Murray,Diary,1,3,1915,6,4,1915,Rosemary Cox,,,,,TRUE,TRUE,TRUE,0,0
Diary_0334,Ernest,Murray,https://archival.sl.nsw.gov.au/Details/archive/110349990,https://collection.sl.nsw.gov.au/record/1l4dVOe1,document-item-03-ernest-murray-diary-8-april-31-december-1915-node-80248,"Describes embarking on the Ionian and transfer to various other ships, preparations for the Dardanelles landing 25 Apr. 1915, fighting and work on the piers at Gallipoli Apr.-Dec. 1915",Ernest,Murray,Diary,8,4,1915,31,12,1915,Alison O'Sullivan,Val Ridley,Patricia Ryan,,,TRUE,TRUE,TRUE,1,0
Diary_0335,Ernest,Murray,https://archival.sl.nsw.gov.au/Details/archive/110349991,https://collection.sl.nsw.gov.au/record/9AL43MkY,document-item-04-ernest-murray-diary-1-january-1916-11-july-1917-node-80249,"Describes camp duties, work on bridge building and water supply and leave periods in Cairo Jan.-Jun. 1917, departing Alexandria for France 22 June 1917, and service in France and Belgium 29 June 1916-9 Jan. 1917",Ernest,Murray,Diary,1,1,1916,11,7,1917,Judy Gimbert,Adrian Bicknell,,,,TRUE,TRUE,TRUE,0,0
Diary_0336,Ernest,Murray,https://archival.sl.nsw.gov.au/Details/archive/110349992,https://collection.sl.nsw.gov.au/record/YoldePE9,document-item-05-ernest-murray-diary-11-july-31-december-1917-node-72766,"Diary describes work on bridge building on the Somme canal, route marches, review by Sir Douglas Haig 29 Aug. 1917 and work including building huts for refugee children, building shell proof shelters and making hot food containers for taking food to the Front Line. Describes an operation 25-26 Sept. in No Man's Land at Polygon Wood, for which he received the Military Medal and Bar",Ernest,Murray,Diary,11,7,1917,2,1,1918,Lyn Williams,Kylie Andrews,,,,TRUE,TRUE,TRUE,2,0
